
      1   6048   2952      2
    1  0.9146540E+01  0.4024688E+01 -0.1250000E+01  0.9238802E+00  0.3826820E+00  0.0000000E+00  0.2180969E+00
    1  0.9146540E+01  0.4024688E+01 -0.7500000E+00  0.9238802E+00  0.3826820E+00  0.0000000E+00  0.2180969E+00
    1  0.9146540E+01  0.4024688E+01 -0.2500000E+00  0.9238802E+00  0.3826820E+00  0.0000000E+00  0.2180969E+00
    1  0.9313464E+01  0.3621696E+01 -0.1750000E+01  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.2180972E+00
    1  0.9313464E+01  0.3621696E+01 -0.1250000E+01  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.2180972E+00
    1  0.9313464E+01  0.3621696E+01 -0.7500000E+00  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.2180972E+00
    1  0.9313464E+01  0.3621696E+01 -0.2500000E+00  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.2180972E+00
    1  0.8760960E+01  0.4806546E+01 -0.1750000E+01  0.8870105E+00  0.4617493E+00  0.0000000E+00  0.2180969E+00
    1  0.8760960E+01  0.4806546E+01 -0.1250000E+01  0.8870105E+00  0.4617493E+00  0.0000000E+00  0.2180969E+00
    1  0.8760960E+01  0.4806546E+01 -0.7500000E+00  0.8870105E+00  0.4617493E+00  0.0000000E+00  0.2180969E+00
    1  0.8760960E+01  0.4806546E+01 -0.2500000E+00  0.8870105E+00  0.4617493E+00  0.0000000E+00  0.2180969E+00
    1  0.8962372E+01  0.4419637E+01 -0.1750000E+01  0.8870105E+00  0.4617493E+00  0.0000000E+00  0.2180969E+00
    1  0.8962372E+01  0.4419637E+01 -0.1250000E+01  0.8870105E+00  0.4617493E+00  0.0000000E+00  0.2180969E+00
    1  0.8962372E+01  0.4419637E+01 -0.7500000E+00  0.8870105E+00  0.4617493E+00  0.0000000E+00  0.2180969E+00
    1  0.8962372E+01  0.4419637E+01 -0.2500000E+00  0.8870105E+00  0.4617493E+00  0.0000000E+00  0.2180969E+00
    1  0.8308702E+01  0.5551823E+01 -0.1750000E+01  0.8433919E+00  0.5372989E+00  0.0000000E+00  0.2180969E+00
    1  0.8308702E+01  0.5551823E+01 -0.1250000E+01  0.8433919E+00  0.5372989E+00  0.0000000E+00  0.2180969E+00
    1  0.8308702E+01  0.5551823E+01 -0.7500000E+00  0.8433919E+00  0.5372989E+00  0.0000000E+00  0.2180969E+00
    1  0.8308702E+01  0.5551823E+01 -0.2500000E+00  0.8433919E+00  0.5372989E+00  0.0000000E+00  0.2180969E+00
    1  0.8543070E+01  0.5183941E+01 -0.1750000E+01  0.8433906E+00  0.5373010E+00  0.0000000E+00  0.2180969E+00
    1  0.8543070E+01  0.5183941E+01 -0.1250000E+01  0.8433906E+00  0.5373010E+00  0.0000000E+00  0.2180969E+00
    1  0.8543070E+01  0.5183941E+01 -0.7500000E+00  0.8433906E+00  0.5373010E+00  0.0000000E+00  0.2180969E+00
    1  0.8543070E+01  0.5183941E+01 -0.2500000E+00  0.8433906E+00  0.5373010E+00  0.0000000E+00  0.2180969E+00
    1  0.7793213E+01  0.6254848E+01 -0.1750000E+01  0.7933537E+00  0.6087610E+00  0.0000000E+00  0.2180969E+00
    1  0.7793213E+01  0.6254848E+01 -0.1250000E+01  0.7933537E+00  0.6087610E+00  0.0000000E+00  0.2180969E+00
    1  0.7793213E+01  0.6254848E+01 -0.7500000E+00  0.7933537E+00  0.6087610E+00  0.0000000E+00  0.2180969E+00
    1  0.7793213E+01  0.6254848E+01 -0.2500000E+00  0.7933537E+00  0.6087610E+00  0.0000000E+00  0.2180969E+00
    1  0.8058751E+01  0.5908792E+01 -0.1750000E+01  0.7933532E+00  0.6087616E+00  0.0000000E+00  0.2180970E+00
    1  0.8058751E+01  0.5908792E+01 -0.1250000E+01  0.7933532E+00  0.6087616E+00  0.0000000E+00  0.2180970E+00
    1  0.8058751E+01  0.5908792E+01 -0.7500000E+00  0.7933532E+00  0.6087616E+00  0.0000000E+00  0.2180970E+00
    1  0.8058751E+01  0.5908792E+01 -0.2500000E+00  0.7933532E+00  0.6087616E+00  0.0000000E+00  0.2180970E+00
    1  0.7218412E+01  0.6910270E+01 -0.1750000E+01  0.7372777E+00  0.6755897E+00  0.0000000E+00  0.2180970E+00
    1  0.7218412E+01  0.6910270E+01 -0.1250000E+01  0.7372777E+00  0.6755897E+00  0.0000000E+00  0.2180970E+00
    1  0.7218412E+01  0.6910270E+01 -0.7500000E+00  0.7372777E+00  0.6755897E+00  0.0000000E+00  0.2180970E+00
    1  0.7218412E+01  0.6910270E+01 -0.2500000E+00  0.7372777E+00  0.6755897E+00  0.0000000E+00  0.2180970E+00
    1  0.7513100E+01  0.6588674E+01 -0.1750000E+01  0.7372778E+00  0.6755897E+00  0.0000000E+00  0.2180967E+00
    1  0.7513100E+01  0.6588674E+01 -0.1250000E+01  0.7372778E+00  0.6755897E+00  0.0000000E+00  0.2180967E+00
    1  0.7513100E+01  0.6588674E+01 -0.7500000E+00  0.7372778E+00  0.6755897E+00  0.0000000E+00  0.2180967E+00
    1  0.7513100E+01  0.6588674E+01 -0.2500000E+00  0.7372778E+00  0.6755897E+00  0.0000000E+00  0.2180967E+00
    1  0.6588674E+01  0.7513100E+01 -0.1750000E+01  0.6755897E+00  0.7372778E+00  0.0000000E+00  0.2180967E+00
    1  0.6588674E+01  0.7513100E+01 -0.1250000E+01  0.6755897E+00  0.7372778E+00  0.0000000E+00  0.2180967E+00
    1  0.6588674E+01  0.7513100E+01 -0.7500000E+00  0.6755897E+00  0.7372778E+00  0.0000000E+00  0.2180967E+00
    1  0.6588674E+01  0.7513100E+01 -0.2500000E+00  0.6755897E+00  0.7372778E+00  0.0000000E+00  0.2180967E+00
    1  0.6910270E+01  0.7218412E+01 -0.1750000E+01  0.6755897E+00  0.7372777E+00  0.0000000E+00  0.2180970E+00
    1  0.6910270E+01  0.7218412E+01 -0.1250000E+01  0.6755897E+00  0.7372777E+00  0.0000000E+00  0.2180970E+00
    1  0.6910270E+01  0.7218412E+01 -0.7500000E+00  0.6755897E+00  0.7372777E+00  0.0000000E+00  0.2180970E+00
    1  0.6910270E+01  0.7218412E+01 -0.2500000E+00  0.6755897E+00  0.7372777E+00  0.0000000E+00  0.2180970E+00
    1  0.5908792E+01  0.8058750E+01 -0.1750000E+01  0.6087616E+00  0.7933532E+00  0.0000000E+00  0.2180970E+00
    1  0.5908792E+01  0.8058750E+01 -0.1250000E+01  0.6087616E+00  0.7933532E+00  0.0000000E+00  0.2180970E+00
    1  0.5908792E+01  0.8058750E+01 -0.7500000E+00  0.6087616E+00  0.7933532E+00  0.0000000E+00  0.2180970E+00
    1  0.5908792E+01  0.8058750E+01 -0.2500000E+00  0.6087616E+00  0.7933532E+00  0.0000000E+00  0.2180970E+00
    1  0.6254848E+01  0.7793213E+01 -0.1750000E+01  0.6087610E+00  0.7933537E+00  0.0000000E+00  0.2180969E+00
    1  0.6254848E+01  0.7793213E+01 -0.1250000E+01  0.6087610E+00  0.7933537E+00  0.0000000E+00  0.2180969E+00
    1  0.6254848E+01  0.7793213E+01 -0.7500000E+00  0.6087610E+00  0.7933537E+00  0.0000000E+00  0.2180969E+00
    1  0.6254848E+01  0.7793213E+01 -0.2500000E+00  0.6087610E+00  0.7933537E+00  0.0000000E+00  0.2180969E+00
    1  0.5183941E+01  0.8543070E+01 -0.1750000E+01  0.5373010E+00  0.8433906E+00  0.0000000E+00  0.2180969E+00
    1  0.5183941E+01  0.8543070E+01 -0.1250000E+01  0.5373010E+00  0.8433906E+00  0.0000000E+00  0.2180969E+00
    1  0.5183941E+01  0.8543070E+01 -0.7500000E+00  0.5373010E+00  0.8433906E+00  0.0000000E+00  0.2180969E+00
    1  0.5183941E+01  0.8543070E+01 -0.2500000E+00  0.5373010E+00  0.8433906E+00  0.0000000E+00  0.2180969E+00
    1  0.5551823E+01  0.8308702E+01 -0.1750000E+01  0.5372989E+00  0.8433919E+00  0.0000000E+00  0.2180969E+00
    1  0.5551823E+01  0.8308702E+01 -0.1250000E+01  0.5372989E+00  0.8433919E+00  0.0000000E+00  0.2180969E+00
    1  0.5551823E+01  0.8308702E+01 -0.7500000E+00  0.5372989E+00  0.8433919E+00  0.0000000E+00  0.2180969E+00
    1  0.5551823E+01  0.8308702E+01 -0.2500000E+00  0.5372989E+00  0.8433919E+00  0.0000000E+00  0.2180969E+00
    1  0.4419637E+01  0.8962372E+01 -0.1750000E+01  0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1  0.4419637E+01  0.8962372E+01 -0.1250000E+01  0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1  0.4419637E+01  0.8962372E+01 -0.7500000E+00  0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1  0.4419637E+01  0.8962372E+01 -0.2500000E+00  0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1  0.4806546E+01  0.8760960E+01 -0.1750000E+01  0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1  0.4806546E+01  0.8760960E+01 -0.1250000E+01  0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1  0.4806546E+01  0.8760960E+01 -0.7500000E+00  0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1  0.4806546E+01  0.8760960E+01 -0.2500000E+00  0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1  0.3621696E+01  0.9313463E+01 -0.1750000E+01  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.2180972E+00
    1  0.3621696E+01  0.9313463E+01 -0.1250000E+01  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.2180972E+00
    1  0.3621696E+01  0.9313463E+01 -0.7500000E+00  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.2180972E+00
    1  0.3621696E+01  0.9313463E+01 -0.2500000E+00  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.2180972E+00
    1  0.4024688E+01  0.9146540E+01 -0.1750000E+01  0.3826820E+00  0.9238802E+00  0.0000000E+00  0.2180969E+00
    1  0.4024688E+01  0.9146540E+01 -0.1250000E+01  0.3826820E+00  0.9238802E+00  0.0000000E+00  0.2180969E+00
    1  0.4024688E+01  0.9146540E+01 -0.7500000E+00  0.3826820E+00  0.9238802E+00  0.0000000E+00  0.2180969E+00
    1  0.4024688E+01  0.9146540E+01 -0.2500000E+00  0.3826820E+00  0.9238802E+00  0.0000000E+00  0.2180969E+00
    1  0.2796193E+01  0.9593675E+01 -0.1750000E+01  0.3007066E+00  0.9537167E+00  0.0000000E+00  0.2180971E+00
    1  0.2796193E+01  0.9593675E+01 -0.1250000E+01  0.3007066E+00  0.9537167E+00  0.0000000E+00  0.2180971E+00
    1  0.2796193E+01  0.9593675E+01 -0.7500000E+00  0.3007066E+00  0.9537167E+00  0.0000000E+00  0.2180971E+00
    1  0.2796193E+01  0.9593675E+01 -0.2500000E+00  0.3007066E+00  0.9537167E+00  0.0000000E+00  0.2180971E+00
    1  0.3212198E+01  0.9462509E+01 -0.1750000E+01  0.3007048E+00  0.9537172E+00  0.0000000E+00  0.2180968E+00
    1  0.3212198E+01  0.9462509E+01 -0.1250000E+01  0.3007048E+00  0.9537172E+00  0.0000000E+00  0.2180968E+00
    1  0.3212198E+01  0.9462509E+01 -0.7500000E+00  0.3007048E+00  0.9537172E+00  0.0000000E+00  0.2180968E+00
    1  0.3212198E+01  0.9462509E+01 -0.2500000E+00  0.3007048E+00  0.9537172E+00  0.0000000E+00  0.2180968E+00
    1  0.1949409E+01  0.9800873E+01 -0.1750000E+01  0.2164404E+00  0.9762958E+00  0.0000000E+00  0.2180969E+00
    1  0.1949409E+01  0.9800873E+01 -0.1250000E+01  0.2164404E+00  0.9762958E+00  0.0000000E+00  0.2180969E+00
    1  0.1949409E+01  0.9800873E+01 -0.7500000E+00  0.2164404E+00  0.9762958E+00  0.0000000E+00  0.2180969E+00
    1  0.1949409E+01  0.9800873E+01 -0.2500000E+00  0.2164404E+00  0.9762958E+00  0.0000000E+00  0.2180969E+00
    1  0.2375263E+01  0.9706463E+01 -0.1750000E+01  0.2164405E+00  0.9762958E+00  0.0000000E+00  0.2180968E+00
    1  0.2375263E+01  0.9706463E+01 -0.1250000E+01  0.2164405E+00  0.9762958E+00  0.0000000E+00  0.2180968E+00
    1  0.2375263E+01  0.9706463E+01 -0.7500000E+00  0.2164405E+00  0.9762958E+00  0.0000000E+00  0.2180968E+00
    1  0.2375263E+01  0.9706463E+01 -0.2500000E+00  0.2164405E+00  0.9762958E+00  0.0000000E+00  0.2180968E+00
    1  0.1087789E+01  0.9933479E+01 -0.1750000E+01  0.1305275E+00  0.9914446E+00  0.0000000E+00  0.2180970E+00
    1  0.1087789E+01  0.9933479E+01 -0.1250000E+01  0.1305275E+00  0.9914446E+00  0.0000000E+00  0.2180970E+00
    1  0.1087789E+01  0.9933479E+01 -0.7500000E+00  0.1305275E+00  0.9914446E+00  0.0000000E+00  0.2180970E+00
    1  0.1087789E+01  0.9933479E+01 -0.2500000E+00  0.1305275E+00  0.9914446E+00  0.0000000E+00  0.2180970E+00
    1  0.1520251E+01  0.9876545E+01 -0.1750000E+01  0.1305253E+00  0.9914450E+00  0.0000000E+00  0.2180970E+00
    1  0.1520251E+01  0.9876545E+01 -0.1250000E+01  0.1305253E+00  0.9914450E+00  0.0000000E+00  0.2180970E+00
    1  0.1520251E+01  0.9876545E+01 -0.7500000E+00  0.1305253E+00  0.9914450E+00  0.0000000E+00  0.2180970E+00
    1  0.1520251E+01  0.9876545E+01 -0.2500000E+00  0.1305253E+00  0.9914450E+00  0.0000000E+00  0.2180970E+00
    1  0.2178894E+00  0.9990487E+01 -0.1750000E+01  0.4361777E-01  0.9990483E+00  0.0000000E+00  0.2180969E+00
    1  0.2178894E+00  0.9990487E+01 -0.1250000E+01  0.4361777E-01  0.9990483E+00  0.0000000E+00  0.2180969E+00
    1  0.2178894E+00  0.9990487E+01 -0.7500000E+00  0.4361777E-01  0.9990483E+00  0.0000000E+00  0.2180969E+00
    1  0.2178894E+00  0.9990487E+01 -0.2500000E+00  0.4361777E-01  0.9990483E+00  0.0000000E+00  0.2180969E+00
    1  0.6536680E+00  0.9971460E+01 -0.1750000E+01  0.4361995E-01  0.9990482E+00  0.0000000E+00  0.2180969E+00
    1  0.6536680E+00  0.9971460E+01 -0.1250000E+01  0.4361995E-01  0.9990482E+00  0.0000000E+00  0.2180969E+00
    1  0.6536680E+00  0.9971460E+01 -0.7500000E+00  0.4361995E-01  0.9990482E+00  0.0000000E+00  0.2180969E+00
    1  0.6536680E+00  0.9971460E+01 -0.2500000E+00  0.4361995E-01  0.9990482E+00  0.0000000E+00  0.2180969E+00
    1 -0.6536680E+00  0.9971460E+01 -0.1750000E+01 -0.4361995E-01  0.9990482E+00  0.0000000E+00  0.2180969E+00
    1 -0.6536680E+00  0.9971460E+01 -0.1250000E+01 -0.4361995E-01  0.9990482E+00  0.0000000E+00  0.2180969E+00
    1 -0.6536680E+00  0.9971460E+01 -0.7500000E+00 -0.4361995E-01  0.9990482E+00  0.0000000E+00  0.2180969E+00
    1 -0.6536680E+00  0.9971460E+01 -0.2500000E+00 -0.4361995E-01  0.9990482E+00  0.0000000E+00  0.2180969E+00
    1 -0.2178894E+00  0.9990487E+01 -0.1750000E+01 -0.4361777E-01  0.9990483E+00  0.0000000E+00  0.2180969E+00
    1 -0.2178894E+00  0.9990487E+01 -0.1250000E+01 -0.4361777E-01  0.9990483E+00  0.0000000E+00  0.2180969E+00
    1 -0.2178894E+00  0.9990487E+01 -0.7500000E+00 -0.4361777E-01  0.9990483E+00  0.0000000E+00  0.2180969E+00
    1 -0.2178894E+00  0.9990487E+01 -0.2500000E+00 -0.4361777E-01  0.9990483E+00  0.0000000E+00  0.2180969E+00
    1 -0.1520251E+01  0.9876545E+01 -0.1750000E+01 -0.1305253E+00  0.9914450E+00  0.0000000E+00  0.2180970E+00
    1 -0.1520251E+01  0.9876545E+01 -0.1250000E+01 -0.1305253E+00  0.9914450E+00  0.0000000E+00  0.2180970E+00
    1 -0.1520251E+01  0.9876545E+01 -0.7500000E+00 -0.1305253E+00  0.9914450E+00  0.0000000E+00  0.2180970E+00
    1 -0.1520251E+01  0.9876545E+01 -0.2500000E+00 -0.1305253E+00  0.9914450E+00  0.0000000E+00  0.2180970E+00
    1 -0.1087789E+01  0.9933480E+01 -0.1750000E+01 -0.1305275E+00  0.9914446E+00  0.0000000E+00  0.2180970E+00
    1 -0.1087789E+01  0.9933480E+01 -0.1250000E+01 -0.1305275E+00  0.9914446E+00  0.0000000E+00  0.2180970E+00
    1 -0.1087789E+01  0.9933480E+01 -0.7500000E+00 -0.1305275E+00  0.9914446E+00  0.0000000E+00  0.2180970E+00
    1 -0.1087789E+01  0.9933480E+01 -0.2500000E+00 -0.1305275E+00  0.9914446E+00  0.0000000E+00  0.2180970E+00
    1 -0.2375263E+01  0.9706463E+01 -0.1750000E+01 -0.2164405E+00  0.9762958E+00  0.0000000E+00  0.2180968E+00
    1 -0.2375263E+01  0.9706463E+01 -0.1250000E+01 -0.2164405E+00  0.9762958E+00  0.0000000E+00  0.2180968E+00
    1 -0.2375263E+01  0.9706463E+01 -0.7500000E+00 -0.2164405E+00  0.9762958E+00  0.0000000E+00  0.2180968E+00
    1 -0.2375263E+01  0.9706463E+01 -0.2500000E+00 -0.2164405E+00  0.9762958E+00  0.0000000E+00  0.2180968E+00
    1 -0.1949409E+01  0.9800873E+01 -0.1750000E+01 -0.2164404E+00  0.9762958E+00  0.0000000E+00  0.2180969E+00
    1 -0.1949409E+01  0.9800873E+01 -0.1250000E+01 -0.2164404E+00  0.9762958E+00  0.0000000E+00  0.2180969E+00
    1 -0.1949409E+01  0.9800873E+01 -0.7500000E+00 -0.2164404E+00  0.9762958E+00  0.0000000E+00  0.2180969E+00
    1 -0.1949409E+01  0.9800873E+01 -0.2500000E+00 -0.2164404E+00  0.9762958E+00  0.0000000E+00  0.2180969E+00
    1 -0.3212198E+01  0.9462509E+01 -0.1750000E+01 -0.3007048E+00  0.9537172E+00  0.0000000E+00  0.2180968E+00
    1 -0.3212198E+01  0.9462509E+01 -0.1250000E+01 -0.3007048E+00  0.9537172E+00  0.0000000E+00  0.2180968E+00
    1 -0.3212198E+01  0.9462509E+01 -0.7500000E+00 -0.3007048E+00  0.9537172E+00  0.0000000E+00  0.2180968E+00
    1 -0.3212198E+01  0.9462509E+01 -0.2500000E+00 -0.3007048E+00  0.9537172E+00  0.0000000E+00  0.2180968E+00
    1 -0.2796193E+01  0.9593675E+01 -0.1750000E+01 -0.3007066E+00  0.9537167E+00  0.0000000E+00  0.2180971E+00
    1 -0.2796193E+01  0.9593675E+01 -0.1250000E+01 -0.3007066E+00  0.9537167E+00  0.0000000E+00  0.2180971E+00
    1 -0.2796193E+01  0.9593675E+01 -0.7500000E+00 -0.3007066E+00  0.9537167E+00  0.0000000E+00  0.2180971E+00
    1 -0.2796193E+01  0.9593675E+01 -0.2500000E+00 -0.3007066E+00  0.9537167E+00  0.0000000E+00  0.2180971E+00
    1 -0.4024688E+01  0.9146540E+01 -0.1750000E+01 -0.3826820E+00  0.9238802E+00  0.0000000E+00  0.2180969E+00
    1 -0.4024688E+01  0.9146540E+01 -0.1250000E+01 -0.3826820E+00  0.9238802E+00  0.0000000E+00  0.2180969E+00
    1 -0.4024688E+01  0.9146540E+01 -0.7500000E+00 -0.3826820E+00  0.9238802E+00  0.0000000E+00  0.2180969E+00
    1 -0.4024688E+01  0.9146540E+01 -0.2500000E+00 -0.3826820E+00  0.9238802E+00  0.0000000E+00  0.2180969E+00
    1 -0.3621696E+01  0.9313464E+01 -0.1750000E+01 -0.3826837E+00  0.9238794E+00  0.0000000E+00  0.2180972E+00
    1 -0.3621696E+01  0.9313464E+01 -0.1250000E+01 -0.3826837E+00  0.9238794E+00  0.0000000E+00  0.2180972E+00
    1 -0.3621696E+01  0.9313464E+01 -0.7500000E+00 -0.3826837E+00  0.9238794E+00  0.0000000E+00  0.2180972E+00
    1 -0.3621696E+01  0.9313464E+01 -0.2500000E+00 -0.3826837E+00  0.9238794E+00  0.0000000E+00  0.2180972E+00
    1 -0.4806546E+01  0.8760960E+01 -0.1750000E+01 -0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1 -0.4806546E+01  0.8760960E+01 -0.1250000E+01 -0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1 -0.4806546E+01  0.8760960E+01 -0.7500000E+00 -0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1 -0.4806546E+01  0.8760960E+01 -0.2500000E+00 -0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1 -0.4419637E+01  0.8962372E+01 -0.1750000E+01 -0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1 -0.4419637E+01  0.8962372E+01 -0.1250000E+01 -0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1 -0.4419637E+01  0.8962372E+01 -0.7500000E+00 -0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1 -0.4419637E+01  0.8962372E+01 -0.2500000E+00 -0.4617493E+00  0.8870105E+00  0.0000000E+00  0.2180969E+00
    1 -0.5551823E+01  0.8308702E+01 -0.1750000E+01 -0.5372989E+00  0.8433919E+00  0.0000000E+00  0.2180969E+00
    1 -0.5551823E+01  0.8308702E+01 -0.1250000E+01 -0.5372989E+00  0.8433919E+00  0.0000000E+00  0.2180969E+00
    1 -0.5551823E+01  0.8308702E+01 -0.7500000E+00 -0.5372989E+00  0.8433919E+00  0.0000000E+00  0.2180969E+00
    1 -0.5551823E+01  0.8308702E+01 -0.2500000E+00 -0.5372989E+00  0.8433919E+00  0.0000000E+00  0.2180969E+00
    1 -0.5183941E+01  0.8543070E+01 -0.1750000E+01 -0.5373010E+00  0.8433906E+00  0.0000000E+00  0.2180969E+00
    1 -0.5183941E+01  0.8543070E+01 -0.1250000E+01 -0.5373010E+00  0.8433906E+00  0.0000000E+00  0.2180969E+00
    1 -0.5183941E+01  0.8543070E+01 -0.7500000E+00 -0.5373010E+00  0.8433906E+00  0.0000000E+00  0.2180969E+00
    1 -0.5183941E+01  0.8543070E+01 -0.2500000E+00 -0.5373010E+00  0.8433906E+00  0.0000000E+00  0.2180969E+00
    1 -0.6254848E+01  0.7793213E+01 -0.1750000E+01 -0.6087610E+00  0.7933537E+00  0.0000000E+00  0.2180969E+00
    1 -0.6254848E+01  0.7793213E+01 -0.1250000E+01 -0.6087610E+00  0.7933537E+00  0.0000000E+00  0.2180969E+00
    1 -0.6254848E+01  0.7793213E+01 -0.7500000E+00 -0.6087610E+00  0.7933537E+00  0.0000000E+00  0.2180969E+00
    1 -0.6254848E+01  0.7793213E+01 -0.2500000E+00 -0.6087610E+00  0.7933537E+00  0.0000000E+00  0.2180969E+00
    1 -0.5908792E+01  0.8058751E+01 -0.1750000E+01 -0.6087616E+00  0.7933532E+00  0.0000000E+00  0.2180970E+00
    1 -0.5908792E+01  0.8058751E+01 -0.1250000E+01 -0.6087616E+00  0.7933532E+00  0.0000000E+00  0.2180970E+00
